Respondent,Platform
1652,MacOS
1652,Raspberry Pi
1652,Slack
1664,Docker
1664,Linux
1664,MacOS
1664,Slack
1666,Microsoft Azure
1666,Raspberry Pi
1666,Windows
1673,Android
1673,Docker
1673,Google Cloud Platform
1673,iOS
1673,Kubernetes
1673,Linux
1673,MacOS
1673,Microsoft Azure
1673,Raspberry Pi
1673,Slack
1673,Windows
1674,AWS
1674,Heroku
1674,Linux
1674,MacOS
1675,Android
1675,AWS
1675,Docker
1675,iOS
1675,Linux
1675,MacOS
1675,Slack
1676,Android
1676,Google Cloud Platform
1676,iOS
1676,Linux
1676,MacOS
1677,Arduino
1677,AWS
1677,Docker
1677,Heroku
1677,Linux
1677,MacOS
1677,Slack
1681,Android
1682,AWS
1682,MacOS
1689,Microsoft Azure
1692,AWS
1692,Docker
1692,Linux
1692,Windows
1690,Linux
1690,Raspberry Pi
1690,Windows
1694,AWS
1694,Docker
1694,IBM Cloud or Watson
1694,Microsoft Azure
1694,WordPress
1696,Android
1696,Linux
1696,Slack
1696,Windows
1696,WordPress
1697,Android
1697,Docker
1697,Linux
1697,Windows
1697,WordPress
1697,Other(s):
1703,Linux
1706,Android
1706,AWS
1706,Docker
1706,Google Cloud Platform
1706,Heroku
1706,Linux
1706,Raspberry Pi
1706,Slack
1706,Windows
1712,Arduino
1712,Microsoft Azure
1712,Slack
1714,Docker
1714,Linux
1716,Android
1716,AWS
1716,Docker
1716,Linux
1716,Slack
1716,Windows
1716,WordPress
1723,Android
1723,Arduino
1723,Linux
1723,MacOS
1723,Slack
1723,Windows
1724,Docker
1724,Linux
1727,Arduino
1727,Linux
1727,Windows
1731,AWS
1731,Linux
1733,Linux
1735,Linux
1735,MacOS
1736,Android
1736,AWS
1736,Docker
1736,iOS
1736,Linux
1736,MacOS
1736,Slack
1742,Google Cloud Platform
1742,Linux
1742,Slack
1749,Android
1749,AWS
1749,Docker
1749,Linux
1749,MacOS
1749,Slack
1749,Windows
1748,AWS
1748,Docker
1748,Google Cloud Platform
1748,Linux
1748,MacOS
1748,Slack
1751,Android
1751,Docker
1751,Kubernetes
1751,Linux
1751,Microsoft Azure
1751,Slack
1751,Windows
1752,Android
1752,Windows
1758,Google Cloud Platform
1759,Android
1759,AWS
1759,Docker
1759,iOS
1761,Docker
1761,Linux
1761,WordPress
1764,Linux
1764,Microsoft Azure
1764,Windows
1766,Arduino
1766,Google Cloud Platform
1766,Heroku
1766,MacOS
1766,Raspberry Pi
1767,Android
1767,Windows
1769,Arduino
1769,Docker
1769,Google Cloud Platform
1769,Heroku
1769,Kubernetes
1769,Linux
1769,MacOS
1769,Raspberry Pi
1779,Arduino
1779,Docker
1779,Kubernetes
1779,MacOS
1779,Slack
1774,Linux
1774,Raspberry Pi
1774,Windows
1774,WordPress
1776,AWS
1776,Docker
1776,Other(s):
1777,Microsoft Azure
1777,Windows
1778,Android
1778,AWS
1778,iOS
1778,Windows
1781,Android
1781,iOS
1781,Linux
1781,Windows
1781,WordPress
1783,Docker
1783,Linux
1783,MacOS
1784,Windows
1787,Arduino
1787,AWS
1787,Docker
1787,Linux
1787,Raspberry Pi
1787,Slack
1787,Windows
1787,WordPress
1789,Android
1789,Linux
1789,MacOS
1790,Windows
1796,Android
1796,Docker
1796,Linux
1796,Slack
1802,Android
1802,Arduino
1802,Docker
1802,Linux
1802,MacOS
1802,Raspberry Pi
1803,Windows
1805,Linux
1805,Slack
1805,Windows
1807,Heroku
1807,Linux
1807,Raspberry Pi
1807,Slack
1807,Windows
1809,Docker
1809,Google Cloud Platform
1809,Linux
1809,Slack
1809,Windows
1811,Docker
1811,Linux
1811,MacOS
1811,Raspberry Pi
1813,Heroku
1819,Google Cloud Platform
1824,Windows
1826,Docker
1826,Linux
1830,Windows
1831,Docker
1831,Linux
1831,Windows
1834,Android
1834,iOS
1834,Windows
1835,Android
1835,iOS
1835,Microsoft Azure
1835,Windows
1843,Microsoft Azure
1843,Windows
1844,Windows
1846,Android
1846,Microsoft Azure
1846,Slack
1847,AWS
1847,Docker
1847,Linux
1847,Microsoft Azure
1847,Raspberry Pi
1849,Android
1849,AWS
1849,iOS
1850,Android
1850,AWS
1850,Heroku
1850,Linux
1850,Microsoft Azure
1850,Windows
1850,WordPress
1851,Microsoft Azure
1851,Windows
1851,Other(s):
1852,AWS
1852,Docker
1852,Linux
1856,Android
1856,AWS
1856,Windows
1861,AWS
1861,Google Cloud Platform
1867,Linux
1867,Windows
1868,Android
1868,Google Cloud Platform
1878,Microsoft Azure
1878,Windows
1879,AWS
1879,Docker
1879,Linux
1879,MacOS
1879,Slack
1885,Docker
1885,Google Cloud Platform
1885,Kubernetes
1883,Android
1883,AWS
1883,Linux
1883,MacOS
1883,Slack
1884,Docker
1884,Google Cloud Platform
1884,Kubernetes
1884,Linux
1884,Slack
1886,MacOS
1886,Slack
1887,AWS
1887,Docker
1887,Linux
1887,MacOS
1887,Slack
1887,Windows
1888,Windows
1922,AWS
1922,Docker
1922,Linux
1922,MacOS
1895,Android
1895,Docker
1895,Google Cloud Platform
1895,iOS
1895,Kubernetes
1895,Linux
1895,MacOS
1895,Raspberry Pi
1895,Slack
1896,Android
1896,Arduino
1896,Google Cloud Platform
1896,Heroku
1896,iOS
1896,MacOS
1896,Slack
1896,Windows
1896,WordPress
1897,Arduino
1897,Linux
1897,Windows
1897,Other(s):
1899,AWS
1899,Docker
1899,Google Cloud Platform
1899,Kubernetes
1899,Linux
1899,Microsoft Azure
1899,Windows
1902,Windows
1903,Linux
1903,Microsoft Azure
1903,Raspberry Pi
1903,Windows
1904,AWS
1904,Docker
1904,Microsoft Azure
1909,Android
1909,Arduino
1909,Google Cloud Platform
1909,iOS
1909,Linux
1909,MacOS
1909,Raspberry Pi
1909,Windows
1909,WordPress
1914,Windows
1915,AWS
1915,Docker
1915,Linux
1915,Slack
1915,Windows
1917,AWS
1917,Docker
1917,Linux
1917,MacOS
1917,Slack
1917,Windows
1918,Linux
1918,Other(s):
1923,AWS
1923,Google Cloud Platform
1923,Kubernetes
1933,Arduino
1933,Docker
1933,Linux
1933,Windows
1933,WordPress
1938,Microsoft Azure
1938,Raspberry Pi
1938,Windows
1940,Android
1940,AWS
1940,Docker
1940,iOS
1940,Linux
1940,Slack
1946,AWS
1946,Heroku
1946,Microsoft Azure
1949,Linux
1952,AWS
1952,Docker
1952,Heroku
1952,Linux
1957,Android
1957,AWS
1957,iOS
1957,Raspberry Pi
1957,WordPress
1958,AWS
1958,Linux
1958,Slack
1958,WordPress
1959,Android
1959,Arduino
1959,Docker
1959,Kubernetes
1959,Linux
1959,MacOS
1959,Slack
1959,Windows
1962,Android
1962,Google Cloud Platform
1962,Microsoft Azure
1962,Windows
1963,Arduino
1963,Raspberry Pi
1967,Docker
1967,Linux
1967,Windows
1967,WordPress
1968,Windows
1970,Linux
1970,Windows
1974,AWS
1978,Linux
1978,Raspberry Pi
1978,Windows
1975,Docker
1975,Windows
1976,Android
1976,iOS
1976,Microsoft Azure
1976,Windows
1977,AWS
1977,Heroku
1977,MacOS
1977,Slack
2022,Kubernetes
2022,Raspberry Pi
2022,Windows
1986,Docker
1986,Linux
1986,Microsoft Azure
1986,Windows
1992,AWS
1992,Docker
1992,Google Cloud Platform
1992,Kubernetes
1992,Linux
1992,Microsoft Azure
1992,Slack
1992,Windows
1993,AWS
1993,Docker
1993,IBM Cloud or Watson
1993,Kubernetes
1993,Linux
1993,MacOS
1997,Windows
1997,Other(s):
2001,AWS
2001,Docker
2001,Heroku
2001,Kubernetes
2001,Linux
2001,Slack
2003,AWS
2003,Docker
2003,Heroku
2005,Docker
2005,IBM Cloud or Watson
2005,Kubernetes
2005,Raspberry Pi
2009,Docker
2009,Kubernetes
2009,Linux
2009,Microsoft Azure
2009,Slack
2009,Windows
2012,Google Cloud Platform
2013,Arduino
2013,AWS
2013,Docker
2013,Linux
2013,Windows
2017,Android
2017,Linux
2017,WordPress
2020,Windows
2021,WordPress
2024,AWS
2024,iOS
2025,AWS
2025,Docker
2025,Heroku
2025,iOS
2025,MacOS
2025,Slack
2028,AWS
2028,Docker
2028,Linux
2030,iOS
2031,Microsoft Azure
2031,Raspberry Pi
2031,Slack
2031,Windows
2032,Windows
2033,Slack
2033,Windows
2035,AWS
2035,Docker
2035,Kubernetes
2035,Linux
2037,Android
2037,AWS
2037,Windows
2042,AWS
2044,Windows
2053,Google Cloud Platform
2053,Heroku
2047,Docker
2047,Linux
2049,Microsoft Azure
2058,AWS
2058,Docker
2058,Google Cloud Platform
2058,MacOS
2058,Slack
2065,Linux
2069,Heroku
2070,Heroku
2070,Linux
2070,MacOS
2070,Slack
2070,Windows
2073,Microsoft Azure
2073,Windows
2078,Linux
2078,Windows
2078,Other(s):
2075,Android
2082,AWS
2082,Linux
2082,MacOS
2082,Slack
2085,Docker
2085,WordPress
2087,Windows
2090,AWS
2090,Docker
2090,Linux
2134,Windows
2092,AWS
2092,Docker
2092,Kubernetes
2092,Microsoft Azure
2095,AWS
2095,Linux
2095,MacOS
2095,Windows
2097,Docker
2097,Windows
2101,Google Cloud Platform
2101,Windows
2102,Android
2102,Heroku
2102,Linux
2102,Slack
2102,Windows
2113,AWS
2113,Docker
2113,Heroku
2113,Slack
2115,Docker
2115,Kubernetes
2115,Linux
2116,AWS
2116,Docker
2116,Kubernetes
2116,Linux
2116,Slack
2116,Windows
2116,WordPress
2124,AWS
2124,Docker
2124,Slack
2126,Windows
2128,Heroku
2128,Linux
2128,Slack
2128,WordPress
2131,AWS
2131,Heroku
2131,iOS
2131,Raspberry Pi
2141,Arduino
2141,AWS
2141,Docker
2141,Google Cloud Platform
2141,Linux
2141,MacOS
2141,Raspberry Pi
2141,Slack
2141,Other(s):
2143,Android
2143,Arduino
2161,Android
2161,iOS
2161,MacOS
2145,Android
2145,Arduino
2145,iOS
2145,Windows
2145,WordPress
2147,Windows
2149,Windows
2150,Docker
2150,Slack
2150,Windows
2152,AWS
2152,Docker
2152,Heroku
2152,Linux
2152,Slack
2157,Android
2157,Heroku
2157,iOS
2158,Windows
2164,Android
2164,Windows
2172,Heroku
2172,iOS
2172,Linux
2172,MacOS
2172,Raspberry Pi
2172,Slack
2172,Windows
2173,Docker
2173,Microsoft Azure
2174,Microsoft Azure
2174,Windows
2175,Arduino
2175,AWS
2175,Heroku
2175,iOS
2175,Raspberry Pi
2175,Slack
2177,Linux
2177,Microsoft Azure
2177,Windows
2178,Android
2178,Arduino
2178,AWS
2178,Linux
2178,Raspberry Pi
2178,Windows
2184,Android
2184,Arduino
2184,AWS
2184,Docker
2184,Linux
2184,Raspberry Pi
2184,Slack
2187,Android
2187,Arduino
2187,AWS
2187,Docker
2187,Heroku
2187,iOS
2187,Linux
2187,MacOS
2187,Raspberry Pi
2187,Slack
2187,Windows
2187,WordPress
2190,Android
2190,Microsoft Azure
2190,Slack
2190,Windows
2191,Docker
2191,Microsoft Azure
2191,Windows
2192,Google Cloud Platform
2192,Windows
2196,Arduino
2196,AWS
2196,Docker
2196,Linux
2196,Raspberry Pi
2196,Windows
2198,Windows
2204,Linux
2204,Windows
2205,Docker
2205,Linux
2205,Slack
2226,AWS
2226,Docker
2226,Linux
2226,Windows
2206,AWS
2206,Docker
2206,Google Cloud Platform
2206,Kubernetes
2206,Linux
2206,MacOS
2206,Microsoft Azure
2206,Slack
2207,Arduino
2207,AWS
2207,Docker
2207,Kubernetes
2207,Linux
2207,MacOS
2207,Raspberry Pi
2207,Slack
2207,WordPress
2208,Docker
2208,Microsoft Azure
2208,Raspberry Pi
2210,Docker
2210,Google Cloud Platform
2210,Kubernetes
2210,Windows
2216,Docker
2216,Linux
2216,Other(s):
2218,Docker
2218,Windows
2220,Android
2220,AWS
2220,Docker
2220,Google Cloud Platform
2220,Heroku
2220,IBM Cloud or Watson
2220,Kubernetes
2220,Linux
2220,MacOS
2220,Microsoft Azure
2220,Slack
2220,Windows
2221,Android
2223,Android
2223,Linux
2223,Microsoft Azure
2223,Slack
2223,Windows
2223,WordPress
2225,AWS
2225,Docker
2225,Google Cloud Platform
2225,Linux
2225,Windows
2227,Docker
2227,Kubernetes
2227,Linux
2229,iOS
2249,AWS
2249,Docker
2249,Linux
2249,Windows
2230,Android
2230,AWS
2230,Docker
2230,Google Cloud Platform
2230,Heroku
2230,iOS
2230,Linux
2230,MacOS
2230,Microsoft Azure
2230,Slack
2230,Windows
2230,WordPress
2231,Android
2231,AWS
2231,Docker
2231,Google Cloud Platform
2231,Heroku
2231,iOS
2231,Linux
2231,MacOS
2231,Microsoft Azure
2231,Windows
2231,WordPress
2232,Arduino
2232,Docker
2232,Linux
2232,Raspberry Pi
2232,Slack
2232,Windows
2232,WordPress
2237,Linux
2237,Windows
2239,Android
2239,Arduino
2239,AWS
2239,Docker
2239,Google Cloud Platform
2239,iOS
2239,Kubernetes
2239,Linux
2239,MacOS
2239,Microsoft Azure
2239,Raspberry Pi
2239,Slack
2239,Windows
2242,Android
2242,Arduino
2242,Windows
2245,AWS
2245,Linux
2245,Slack
2245,Windows
2250,Android
2250,iOS
2250,Kubernetes
2250,Windows
2252,AWS
2252,Docker
2252,Linux
2254,Android
2254,AWS
2254,Docker
2254,Google Cloud Platform
2254,iOS
2254,Linux
2254,MacOS
2254,Slack
2254,Windows
2254,WordPress
2258,Docker
2258,Heroku
2258,Raspberry Pi
2259,AWS
2259,Linux
2260,Microsoft Azure
2260,Windows
2261,AWS
2261,Docker
2261,Linux
2262,Android
2262,Arduino
2262,Google Cloud Platform
2262,Linux
2262,MacOS
2262,Raspberry Pi
2262,Slack
2262,Windows
2262,WordPress
2267,Heroku
2267,iOS
2267,MacOS
2270,Arduino
2270,AWS
2270,Docker
2270,Linux
2270,MacOS
2270,Raspberry Pi
2270,Slack
2275,Windows
2300,Windows
2283,AWS
2283,Docker
2283,Google Cloud Platform
2283,Kubernetes
2283,Linux
2283,MacOS
2283,Microsoft Azure
2283,Slack
2284,Docker
2284,Kubernetes
2284,Linux
2284,MacOS
2284,Slack
2284,Windows
2291,Linux
2291,Raspberry Pi
2292,Android
2292,Docker
2292,Google Cloud Platform
2292,Linux
2292,MacOS
2295,AWS
2295,Docker
2295,Linux
2296,AWS
2296,Linux
2296,Windows
2301,Android
2301,Arduino
2301,AWS
2301,Docker
2301,Google Cloud Platform
2301,Kubernetes
2301,Linux
2301,MacOS
2301,Raspberry Pi
2301,Slack
2301,Windows
2302,Android
2302,Linux
2302,Slack
2302,Windows
2302,WordPress
2302,Other(s):
2303,Android
2303,Arduino
2303,Heroku
2303,Windows
2303,WordPress
2315,AWS
2315,Docker
2315,Google Cloud Platform
2315,Kubernetes
2313,AWS
2313,Docker
2313,Linux
2313,MacOS
2313,Slack
2313,Windows
2314,AWS
2314,Docker
2314,Slack
2316,AWS
2316,Docker
2316,Linux
2316,WordPress
2318,Android
2318,Linux
2318,Windows
2317,Android
2317,AWS
2317,Docker
2317,Google Cloud Platform
2317,iOS
2320,Android
2320,AWS
2320,Docker
2320,Google Cloud Platform
2320,iOS
2320,Kubernetes
2320,Linux
2320,Slack
2321,Docker
2321,Google Cloud Platform
2321,Kubernetes
2324,AWS
2324,Linux
2324,Microsoft Azure
2324,Windows
2326,Docker
2326,Kubernetes
2326,Linux
2327,Android
2327,AWS
2327,Docker
2327,Kubernetes
2327,Linux
2328,AWS
2328,Docker
2328,MacOS
2328,WordPress
2330,Windows
2332,Arduino
2332,AWS
2332,Heroku
2332,iOS
2332,Linux
2332,MacOS
2332,Raspberry Pi
2332,Slack
2332,Windows
2334,AWS
2334,Linux
2339,AWS
2339,Docker
2339,Linux
2339,MacOS
2339,Slack
2343,Linux
2343,Windows
2350,Arduino
2350,AWS
2350,Google Cloud Platform
2350,Heroku
2350,Linux
2350,Windows
2360,AWS
2360,Windows
2365,Linux
2365,Slack
2365,Windows
2372,Android
2372,Linux
2377,Linux
2377,Raspberry Pi
2377,Windows
2396,Docker
2396,Google Cloud Platform
2396,Kubernetes
2417,AWS
2417,Linux
2422,AWS
2422,Docker
2422,Google Cloud Platform
2422,Kubernetes
2422,Linux
2427,Arduino
2427,AWS
2427,Google Cloud Platform
2427,Kubernetes
2427,Linux
2438,Linux
2438,Windows
2443,WordPress
2448,Docker
2448,Heroku
2448,Linux
2448,Slack
2448,Windows
2455,AWS
2455,Windows
2457,Android
2457,AWS
2457,Docker
2457,Google Cloud Platform
2457,Microsoft Azure
2464,AWS
2464,Google Cloud Platform
2464,Linux
2464,MacOS
2464,Slack
2464,WordPress
2467,AWS
2467,Docker
2467,Linux
2467,Microsoft Azure
2467,Slack
2467,Windows
2474,Windows
2390,Linux
2384,AWS
2384,Docker
2384,Microsoft Azure
2384,Windows
2468,Windows
2472,Android
2472,Heroku
2472,Linux
2472,Raspberry Pi
2472,Windows
2472,WordPress
2342,Android
2342,Arduino
2342,AWS
2342,Linux
2342,Raspberry Pi
2342,Windows
2342,WordPress
2344,Microsoft Azure
2344,Windows
2349,Docker
2349,Google Cloud Platform
2349,Linux
2349,Windows
2363,Android
2363,MacOS
2363,Microsoft Azure
2363,Windows
2367,AWS
2367,Docker
2367,Slack
2376,Linux
2376,Windows
2382,AWS
2382,Docker
2382,Linux
2385,AWS
2385,iOS
2385,Linux
2385,MacOS
2385,Slack
2385,Windows
2392,Docker
2392,IBM Cloud or Watson
2392,Linux
2392,MacOS
2392,Windows
2392,WordPress
2394,AWS
2394,Docker
2394,Slack
2401,Arduino
2401,Google Cloud Platform
2401,Linux
2401,Raspberry Pi
2401,Slack
2401,Windows
2404,AWS
2404,Docker
2404,iOS
2404,Linux
2404,MacOS
2416,Docker
2416,Kubernetes
2416,Linux
2416,Microsoft Azure
2421,Docker
2421,Linux
2424,Linux
2424,Raspberry Pi
2424,Windows
2439,Microsoft Azure
2442,Docker
2442,Linux
2442,Microsoft Azure
2442,Slack
2442,Windows
2444,AWS
2444,Docker
2444,Kubernetes
2444,Linux
2444,MacOS
2444,Slack
2444,Windows
2444,WordPress
2447,AWS
2447,Docker
2447,Windows
2465,Docker
2478,Linux
2478,Windows
2482,Android
2482,AWS
2482,Docker
2482,Heroku
2482,Kubernetes
2482,Linux
2482,MacOS
2482,Microsoft Azure
2482,Slack
2482,Windows
2482,WordPress
2487,Docker
2487,MacOS
2487,Raspberry Pi
2487,Slack
2487,Windows
2489,Docker
2489,Google Cloud Platform
2489,Linux
2489,MacOS
2489,Slack
2489,Other(s):
2493,AWS
2495,AWS
2495,Linux
2495,MacOS
2499,AWS
2499,MacOS
2499,Slack
2502,Linux
2502,Windows
2505,Linux
2505,MacOS
2505,Windows
2505,WordPress
2511,Google Cloud Platform
2511,Linux
2511,WordPress
2512,Android
2512,Google Cloud Platform
2512,MacOS
2512,Raspberry Pi
2512,Slack
2513,AWS
2513,Linux
2519,Android
2519,Arduino
2519,AWS
2519,Docker
2519,iOS
2519,Linux
2519,MacOS
2519,Microsoft Azure
2519,Raspberry Pi
2519,Windows
2520,AWS
2520,Google Cloud Platform
2520,Linux
2520,Microsoft Azure
2520,Slack
2520,WordPress
2520,Other(s):
2521,Android
2521,Heroku
2521,Linux
2521,MacOS
2521,Slack
2529,Linux
2529,MacOS
2529,Slack
2533,Arduino
2533,WordPress
2538,Linux
2538,MacOS
2538,Windows
2540,Linux
2540,MacOS
2540,Microsoft Azure
2540,Windows
2541,Android
2541,Heroku
2541,Linux
2541,MacOS
2541,Slack
2541,Windows
2542,Microsoft Azure
2542,Windows
2543,IBM Cloud or Watson
2543,Linux
2543,Slack
2543,Windows
2547,Docker
2547,Kubernetes
2547,Linux
2547,Windows
2550,AWS
2550,Docker
2550,Kubernetes
2550,Linux
2550,Slack
2551,Android
2555,Linux
2561,Android
2561,iOS
2561,Linux
2561,MacOS
2561,Windows
2567,Android
2567,AWS
2567,Docker
2567,Google Cloud Platform
2567,iOS
2567,Linux
2567,Microsoft Azure
2567,Raspberry Pi
2567,Slack
2571,Android
2571,AWS
2571,Docker
2571,iOS
2571,Linux
2571,MacOS
2571,Microsoft Azure
2571,Windows
2577,Android
2577,AWS
2577,Docker
2577,iOS
2583,AWS
2583,Docker
2583,Google Cloud Platform
2583,Heroku
2583,IBM Cloud or Watson
2583,Kubernetes
2583,Microsoft Azure
2583,Windows
2583,WordPress
2586,Android
2586,Arduino
2586,AWS
2586,Linux
2586,MacOS
2586,Microsoft Azure
2586,Windows
2587,AWS
2587,Docker
2587,Linux
2587,Microsoft Azure
2587,Slack
2587,Windows
2588,Heroku
2588,Linux
2588,Windows
2589,Other(s):
2594,Windows
2596,AWS
2596,Docker
2596,Microsoft Azure
2597,Arduino
2597,Microsoft Azure
2597,Windows
2601,AWS
2601,Google Cloud Platform
2601,Linux
2601,Windows
2604,AWS
2604,Microsoft Azure
2604,Windows
2609,Docker
2609,Linux
2609,Raspberry Pi
2609,Slack
2611,Android
2611,AWS
2611,Google Cloud Platform
2611,Kubernetes
2611,Microsoft Azure
2611,Windows
2612,Docker
2612,MacOS
2612,Slack
2612,WordPress
2616,Windows
2617,MacOS
2617,Windows
2618,Windows
2618,WordPress
2619,Docker
2619,Heroku
2619,Raspberry Pi
2619,WordPress
2621,AWS
2621,Docker
2621,Linux
2621,Raspberry Pi
2621,Slack
2621,Windows
2623,MacOS
2624,AWS
2624,Linux
2624,Raspberry Pi
2627,Google Cloud Platform
2627,MacOS
2625,Android
2625,AWS
2625,Docker
2625,Google Cloud Platform
2625,Heroku
2625,IBM Cloud or Watson
2625,iOS
2625,Kubernetes
2625,Linux
2625,MacOS
2625,Slack
2629,Heroku
2631,Arduino
2631,AWS
2631,Docker
2631,Heroku
2631,iOS
2631,Linux
2631,MacOS
2631,Raspberry Pi
2631,Slack
2631,Windows
2631,Other(s):
2634,Android
2634,Linux
2636,Google Cloud Platform
2636,WordPress
2658,AWS
2658,Linux
2638,AWS
2638,Docker
2638,Google Cloud Platform
2638,Linux
2638,MacOS
2638,Windows
2640,AWS
2640,Heroku
2640,Slack
2646,Kubernetes
2646,Microsoft Azure
2649,Docker
2649,MacOS
2649,Slack
2650,MacOS
2650,Windows
2650,WordPress
2651,Kubernetes
2651,Linux
2651,Microsoft Azure
2652,Microsoft Azure
2652,Windows
2654,AWS
2654,Windows
2657,Google Cloud Platform
2657,MacOS
2657,Slack
2659,AWS
2659,Docker
2659,Linux
2659,MacOS
2659,Slack
2662,Android
2662,Arduino
2662,AWS
2662,Docker
2662,Heroku
2662,IBM Cloud or Watson
2662,Kubernetes
2662,Linux
2662,MacOS
2662,Raspberry Pi
2662,WordPress
2664,Android
2664,Arduino
2664,AWS
2664,MacOS
2664,Windows
2665,Linux
2665,Slack
2666,Docker
2666,Kubernetes
2666,Linux
2666,Windows
2667,Android
2667,Linux
2667,Raspberry Pi
2667,Slack
2667,Windows
2668,Docker
2668,Linux
2669,Windows
2671,Linux
2671,Windows
2674,Docker
2674,Linux
2674,Slack
2675,Windows
2681,Windows
2682,Docker
2682,Microsoft Azure
2685,Android
2685,iOS
2689,iOS
2689,Kubernetes
2689,Linux
2689,MacOS
2689,Microsoft Azure
2689,Raspberry Pi
2694,Microsoft Azure
2704,Linux
2704,Windows
2713,AWS
2713,Docker
2713,Heroku
2713,Linux
2715,Docker
2715,Google Cloud Platform
2715,IBM Cloud or Watson
2715,Kubernetes
2715,MacOS
2715,Slack
2716,Microsoft Azure
2716,Windows
2719,Docker
2719,Linux
2719,Windows
2719,WordPress
2722,AWS
2722,Linux
2722,Raspberry Pi
2724,Android
2724,Arduino
2724,Raspberry Pi
2728,Android
2728,AWS
2728,Docker
2728,Linux
2728,Slack
2728,Windows
2734,MacOS
2735,Android
2735,AWS
2735,Docker
2735,Heroku
2735,Kubernetes
2735,Linux
2735,Slack
2736,Android
2736,Docker
2736,Linux
2736,Slack
2736,WordPress
2737,Linux
2737,Slack
2739,Google Cloud Platform
2741,Android
2741,AWS
2741,IBM Cloud or Watson
2741,Linux
2742,Android
2742,Docker
2742,Linux
2742,Windows
2748,Linux
2748,Windows
2749,Android
2749,iOS
2749,Raspberry Pi
2749,Windows
2749,WordPress
2761,Android
2761,Arduino
2761,AWS
2761,Google Cloud Platform
2761,iOS
2761,Linux
2761,MacOS
2761,Microsoft Azure
2761,Raspberry Pi
2761,Slack
2761,Windows
2750,Android
2750,AWS
2750,Docker
2750,iOS
2750,Linux
2750,Slack
2751,Windows
2758,Docker
2758,Heroku
2758,Linux
2758,MacOS
2758,Microsoft Azure
2758,Slack
2760,Docker
2760,Kubernetes
2760,Linux
2760,Windows
2763,Slack
2763,Windows
2799,Google Cloud Platform
2799,Linux
2799,Windows
2799,WordPress
2764,AWS
2764,Docker
2764,Linux
2764,MacOS
2764,Slack
2767,AWS
2767,Heroku
2767,Linux
2767,Slack
2770,Arduino
2770,Linux
2770,Raspberry Pi
2770,Slack
2780,Microsoft Azure
2780,Windows
2784,AWS
2784,Docker
2784,Kubernetes
2784,Linux
2784,MacOS
2784,Raspberry Pi
2787,Docker
2787,Kubernetes
2787,Linux
2789,Android
2789,iOS
2789,Windows
2795,Android
2795,Docker
2795,Linux
2795,Windows
2800,Arduino
2800,Docker
2800,Raspberry Pi
2800,Slack
2800,Windows
2800,WordPress
2802,Windows
2804,Docker
2804,Heroku
2804,Windows
2805,Windows
2811,Linux
2817,Linux
2817,MacOS
