Respondent,DevType
1228,Product manager
1228,System administrator
1229,Data scientist or machine learning specialist
1229,"Developer, back-end"
1229,"Developer, desktop or enterprise applications"
1230,"Developer, back-end"
1230,"Developer, QA or test"
1230,DevOps specialist
1230,System administrator
1234,"Developer, full-stack"
1235,"Developer, front-end"
1235,"Developer, full-stack"
1238,Database administrator
1238,"Developer, desktop or enterprise applications"
1238,"Developer, embedded applications or devices"
1241,"Developer, back-end"
1241,"Developer, front-end"
1241,"Developer, full-stack"
1244,"Developer, full-stack"
1244,System administrator
1255,"Developer, full-stack"
1257,"Developer, full-stack"
1274,"Developer, back-end"
1276,"Developer, full-stack"
1281,DevOps specialist
1281,"Engineer, site reliability"
1281,System administrator
1285,"Developer, back-end"
1285,"Developer, desktop or enterprise applications"
1285,"Developer, front-end"
1285,"Developer, full-stack"
1285,"Developer, mobile"
1285,Student
1286,Data or business analyst
1286,Data scientist or machine learning specialist
1286,Database administrator
1286,"Developer, back-end"
1286,"Developer, front-end"
1286,"Developer, full-stack"
1286,DevOps specialist
1286,"Engineer, data"
1286,"Engineer, site reliability"
1286,Engineering manager
1286,System administrator
1287,"Developer, back-end"
1287,"Developer, front-end"
1287,"Developer, full-stack"
1287,"Developer, mobile"
1287,"Developer, QA or test"
1288,Data scientist or machine learning specialist
1289,Data or business analyst
1289,"Developer, back-end"
1289,"Developer, desktop or enterprise applications"
1289,"Developer, full-stack"
1289,Product manager
1294,"Developer, back-end"
1294,"Developer, full-stack"
1294,DevOps specialist
1294,Product manager
1294,Student
1295,Data or business analyst
1295,Database administrator
1295,"Developer, back-end"
1295,"Developer, front-end"
1295,System administrator
1301,"Developer, back-end"
1301,"Developer, full-stack"
1302,"Developer, full-stack"
1307,DevOps specialist
1310,"Developer, back-end"
1312,"Developer, full-stack"
1312,Engineering manager
1312,Senior executive/VP
1314,"Developer, full-stack"
1315,"Developer, back-end"
1315,"Developer, front-end"
1315,"Developer, full-stack"
1318,Database administrator
1318,"Developer, back-end"
1318,"Developer, desktop or enterprise applications"
1318,"Developer, front-end"
1318,"Developer, mobile"
1318,System administrator
1321,Database administrator
1321,"Developer, back-end"
1324,"Developer, full-stack"
1325,Designer
1325,"Developer, back-end"
1325,"Developer, desktop or enterprise applications"
1326,"Developer, full-stack"
1326,DevOps specialist
1328,"Developer, back-end"
1329,Data scientist or machine learning specialist
1329,Database administrator
1329,Designer
1329,"Developer, back-end"
1329,"Developer, front-end"
1329,"Developer, full-stack"
1329,"Developer, QA or test"
1329,DevOps specialist
1329,Educator
1329,"Engineer, data"
1329,"Engineer, site reliability"
1329,Product manager
1329,System administrator
1331,"Developer, back-end"
1331,"Developer, desktop or enterprise applications"
1331,"Developer, game or graphics"
1331,Scientist
1336,"Developer, back-end"
1336,"Developer, front-end"
1336,Educator
1343,Database administrator
1343,"Developer, back-end"
1343,"Developer, full-stack"
1343,System administrator
1337,Academic researcher
1341,"Developer, back-end"
1341,"Developer, front-end"
1341,"Developer, full-stack"
1347,Academic researcher
1347,Data or business analyst
1347,Data scientist or machine learning specialist
1347,"Developer, back-end"
1347,"Engineer, data"
1347,System administrator
1348,"Developer, front-end"
1348,"Developer, full-stack"
1351,Data or business analyst
1351,Database administrator
1351,"Developer, back-end"
1351,"Developer, front-end"
1351,"Developer, full-stack"
1351,"Developer, QA or test"
1351,System administrator
1355,"Developer, back-end"
1355,"Developer, front-end"
1355,"Developer, full-stack"
1355,"Developer, mobile"
1358,"Developer, full-stack"
1361,"Developer, back-end"
1361,"Developer, desktop or enterprise applications"
1361,"Developer, front-end"
1361,"Developer, full-stack"
1361,"Engineer, data"
1363,"Developer, back-end"
1369,"Developer, desktop or enterprise applications"
1364,Database administrator
1364,Designer
1364,"Developer, back-end"
1364,"Developer, front-end"
1364,"Developer, full-stack"
1364,"Developer, QA or test"
1364,"Engineer, site reliability"
1364,System administrator
1371,"Developer, game or graphics"
1372,"Developer, back-end"
1372,DevOps specialist
1376,Data scientist or machine learning specialist
1376,Database administrator
1376,"Developer, back-end"
1376,"Developer, desktop or enterprise applications"
1376,"Developer, embedded applications or devices"
1376,"Developer, front-end"
1376,"Developer, full-stack"
1376,"Developer, mobile"
1376,DevOps specialist
1376,Educator
1376,Scientist
1376,System administrator
1378,"Developer, back-end"
1378,Engineering manager
1379,"Developer, back-end"
1379,"Developer, front-end"
1379,"Developer, full-stack"
1381,"Developer, front-end"
1381,"Developer, full-stack"
1382,Database administrator
1382,"Developer, back-end"
1382,"Developer, front-end"
1382,"Developer, full-stack"
1382,"Developer, QA or test"
1382,DevOps specialist
1382,Student
1391,Database administrator
1391,"Developer, back-end"
1391,"Developer, full-stack"
1391,"Developer, mobile"
1391,DevOps specialist
1391,"Engineer, data"
1391,Engineering manager
1393,"Developer, back-end"
1393,Educator
1395,"Developer, front-end"
1395,"Developer, full-stack"
1395,DevOps specialist
1397,"Developer, full-stack"
1404,"Developer, back-end"
1404,"Developer, desktop or enterprise applications"
1404,"Developer, full-stack"
1404,"Developer, mobile"
1405,DevOps specialist
1405,"Engineer, data"
1405,"Engineer, site reliability"
1405,System administrator
1409,"Developer, back-end"
1409,"Developer, full-stack"
1419,"Developer, back-end"
1419,"Developer, desktop or enterprise applications"
1419,"Developer, front-end"
1419,"Developer, full-stack"
1419,"Developer, game or graphics"
1421,Database administrator
1421,"Developer, desktop or enterprise applications"
1421,"Developer, full-stack"
1423,"Developer, back-end"
1423,"Developer, desktop or enterprise applications"
1423,"Developer, embedded applications or devices"
1423,"Developer, front-end"
1423,"Developer, full-stack"
1423,"Developer, mobile"
1423,DevOps specialist
1423,"Engineer, data"
1423,"Engineer, site reliability"
1425,Data scientist or machine learning specialist
1425,"Engineer, data"
1459,"Developer, front-end"
1437,Database administrator
1437,"Developer, desktop or enterprise applications"
1437,"Developer, full-stack"
1441,"Developer, full-stack"
1443,"Developer, back-end"
1443,"Developer, full-stack"
1445,"Developer, back-end"
1445,"Developer, desktop or enterprise applications"
1445,"Developer, embedded applications or devices"
1445,"Developer, front-end"
1445,"Developer, mobile"
1451,Data scientist or machine learning specialist
1451,"Developer, back-end"
1451,"Developer, front-end"
1451,"Developer, full-stack"
1451,"Developer, QA or test"
1451,"Engineer, data"
1451,"Engineer, site reliability"
1451,System administrator
1452,"Developer, back-end"
1452,"Developer, front-end"
1452,"Developer, full-stack"
1452,"Developer, QA or test"
1452,System administrator
1453,"Developer, full-stack"
1453,Engineering manager
1453,Product manager
1454,Database administrator
1454,"Developer, back-end"
1454,"Developer, front-end"
1454,"Developer, full-stack"
1454,"Developer, mobile"
1454,DevOps specialist
1469,Designer
1469,"Developer, desktop or enterprise applications"
1469,"Developer, embedded applications or devices"
1469,"Engineer, data"
1469,Scientist
1473,"Developer, back-end"
1482,"Developer, back-end"
1482,"Engineer, data"
1477,"Developer, back-end"
1477,"Developer, front-end"
1477,DevOps specialist
1477,System administrator
1480,"Developer, back-end"
1480,"Developer, desktop or enterprise applications"
1480,Engineering manager
1481,"Developer, back-end"
1481,"Developer, desktop or enterprise applications"
1481,"Developer, full-stack"
1485,Data scientist or machine learning specialist
1490,"Developer, full-stack"
1491,"Developer, back-end"
1491,"Developer, front-end"
1491,"Developer, full-stack"
1493,"Developer, back-end"
1493,"Developer, front-end"
1501,Database administrator
1501,Designer
1501,"Developer, back-end"
1501,"Developer, front-end"
1501,"Developer, full-stack"
1501,"Developer, mobile"
1511,Data or business analyst
1511,Data scientist or machine learning specialist
1520,"Developer, back-end"
1515,Academic researcher
1515,"Developer, back-end"
1515,DevOps specialist
1515,Scientist
1515,Senior executive/VP
1515,Student
1515,System administrator
1517,"Developer, back-end"
1517,"Developer, full-stack"
1521,"Developer, back-end"
1521,"Developer, desktop or enterprise applications"
1522,"Developer, full-stack"
1524,"Developer, back-end"
1524,"Developer, mobile"
1529,"Developer, back-end"
1530,"Developer, game or graphics"
1530,Educator
1532,DevOps specialist
1532,"Engineer, site reliability"
1532,System administrator
1538,"Developer, back-end"
1533,"Developer, back-end"
1533,"Developer, desktop or enterprise applications"
1533,"Developer, front-end"
1533,"Developer, full-stack"
1533,"Developer, mobile"
1533,"Engineer, data"
1534,Data or business analyst
1534,Database administrator
1534,Designer
1534,"Developer, back-end"
1534,"Developer, desktop or enterprise applications"
1534,"Developer, front-end"
1534,"Developer, full-stack"
1534,DevOps specialist
1534,Product manager
1534,System administrator
1535,"Developer, back-end"
1535,"Developer, full-stack"
1535,DevOps specialist
1535,"Engineer, data"
1535,"Engineer, site reliability"
1536,"Developer, back-end"
1536,"Developer, desktop or enterprise applications"
1536,"Developer, full-stack"
1536,"Developer, mobile"
1541,Data scientist or machine learning specialist
1541,"Developer, back-end"
1541,"Developer, desktop or enterprise applications"
1541,"Developer, full-stack"
1541,Educator
1541,"Engineer, data"
1541,Product manager
1543,"Developer, back-end"
1543,"Developer, desktop or enterprise applications"
1543,"Developer, front-end"
1543,"Developer, full-stack"
1557,Data or business analyst
1557,"Developer, full-stack"
1557,"Developer, game or graphics"
1557,"Developer, mobile"
1579,"Developer, back-end"
1579,"Developer, full-stack"
1559,"Developer, back-end"
1559,"Developer, front-end"
1559,DevOps specialist
1563,"Developer, back-end"
1563,"Developer, full-stack"
1572,"Developer, full-stack"
1573,"Developer, back-end"
1573,"Developer, front-end"
1573,"Developer, full-stack"
1573,Student
1580,"Engineer, data"
1584,"Developer, back-end"
1584,"Developer, front-end"
1584,"Developer, full-stack"
1588,"Developer, back-end"
1588,"Developer, desktop or enterprise applications"
1588,"Developer, front-end"
1588,"Developer, full-stack"
1588,Product manager
1589,"Developer, back-end"
1589,"Developer, desktop or enterprise applications"
1589,"Developer, full-stack"
1589,DevOps specialist
1593,"Developer, back-end"
1593,"Developer, desktop or enterprise applications"
1593,DevOps specialist
1599,Data or business analyst
1599,Data scientist or machine learning specialist
1599,"Developer, back-end"
1599,"Developer, desktop or enterprise applications"
1599,"Developer, full-stack"
1599,"Developer, mobile"
1599,"Engineer, data"
1599,Engineering manager
1599,Product manager
1602,"Developer, front-end"
1602,"Developer, mobile"
1602,Scientist
1605,Data scientist or machine learning specialist
1608,"Developer, back-end"
1608,"Developer, full-stack"
1608,Engineering manager
1612,Data scientist or machine learning specialist
1612,"Engineer, data"
1616,"Developer, full-stack"
1654,"Developer, back-end"
1654,"Developer, front-end"
1654,"Developer, full-stack"
1617,"Developer, back-end"
1617,DevOps specialist
1617,"Engineer, data"
1619,Data or business analyst
1619,Database administrator
1619,Designer
1619,"Developer, back-end"
1619,"Developer, desktop or enterprise applications"
1619,"Developer, front-end"
