Respondent,Country,Employment,Student,EdLevel,UndergradMajor,DevType,YearsCode,YearsCodePro,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,DevEnviron,OpSys,ConvertedComp,WorkWeekHrs,WorkRemote,CareerSat,JobSat,Age,Gender,GenderMain
304,Netherlands,Employed part-time,No,Some college/university study without earning a degree,"A natural science (ex. biology, chemistry, physics)","Developer, back-end;Developer, full-stack;DevOps specialist;Engineer, site reliability",16,8,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;Rust;SQL,Couchbase;DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Raspberry Pi;Slack,IPython / Jupyter;Vim;Visual Studio Code,MacOS,75624,32,A few days each month,Very satisfied,Very satisfied,30,Man,Man
306,Australia,Employed full-time,No,Associate degree,"Computer science, computer engineering, or software engineering","Developer, full-stack;DevOps specialist",36,29,C;HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL;SQLite,AWS;Docker;Kubernetes;Linux;Windows,PyCharm;Vim,Linux-based,89212,50,A few days each month,Very satisfied,Very satisfied,51,Man,Man
308,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, front-end",5,0,HTML/CSS;JavaScript;Ruby,PostgreSQL;SQLite,Heroku;Other(s):,Atom;Visual Studio Code,MacOS,140000,40,A few days each month,Very satisfied,Very satisfied,36,Woman,Woman
312,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Mathematics or statistics,"Engineer, data",6,5,Bash/Shell/PowerShell;Python;Ruby;SQL,PostgreSQL,AWS;Docker;Heroku;Linux;MacOS,Atom;Vim,MacOS,160000,45,Less than once per month / Never,Very satisfied,Very satisfied,31,Man,Man
310,Latvia,Employed full-time,No,Associate degree,"Computer science, computer engineering, or software engineering","Data or business analyst;Data scientist or machine learning specialist;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist;Educator;Engineer, data;Product manager",14,10,C#;HTML/CSS;JavaScript;SQL;Swift,MongoDB;Microsoft SQL Server;SQLite,Android;iOS;MacOS;Windows,Notepad++;Visual Studio;Visual Studio Code;Xcode,MacOS,49500,40,Less than once per month / Never,Very satisfied,Slightly satisfied,32,Man,Man
311,Pakistan,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Academic researcher;Database administrator;Developer, back-end;Developer, desktop or enterprise applications",5,0,Assembly;C;C++;C#;HTML/CSS;Java;Python;Scala;SQL,MongoDB;Microsoft SQL Server;MySQL;SQLite,Arduino;IBM Cloud or Watson;Linux;Raspberry Pi;WordPress,NetBeans;Notepad++;Visual Studio Code,Windows,2600,48,About half the time,Neither satisfied nor dissatisfied,Slightly dissatisfied,24,Man,Man
316,United States,Employed full-time,"Yes, full-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, desktop or enterprise applications;Developer, full-stack;DevOps specialist",10,8,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Python,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Android;AWS;Docker;Kubernetes;Linux;MacOS;Windows,Android Studio;IntelliJ;Notepad++;PyCharm;Visual Studio Code,Linux-based,84000,40,"Less than half the time, but at least one day each week",Very satisfied,Very satisfied,22,Woman,Woman
317,Poland,Employed full-time,"Yes, part-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, back-end",8,3,Java;SQL,PostgreSQL,Docker;Linux,IntelliJ,Linux-based,29184,35,Less than once per month / Never,Very satisfied,Slightly satisfied,24,Man,Man
321,United States,Employed full-time,"Yes, part-time",Some college/university study without earning a degree,"Another engineering discipline (ex. civil, electrical, mechanical)","Developer, full-stack",8,8,HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,Elasticsearch;PostgreSQL;Redis,AWS;Docker,RubyMine,MacOS,140000,40,All or almost all the time (I'm full-time remote),Very satisfied,Very satisfied,32,Woman,Woman
322,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, mobile",6,2,C#;HTML/CSS;Java;Python,Microsoft SQL Server;PostgreSQL;Redis;SQLite,Android;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Slack,Visual Studio;Visual Studio Code;Xcode,MacOS,105000,40,Less than once per month / Never,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,23,Man,Man
324,Bangladesh,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack",15,11,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Oracle,Android;Windows,Sublime Text;Visual Studio;Visual Studio Code,Windows,30000,45,About half the time,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,34,Man,Man
326,Spain,Employed full-time,"Yes, part-time","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",7,2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Firebase;MySQL,AWS;Linux;Slack;Windows;WordPress,RStudio;Sublime Text;Visual Studio Code,Linux-based,21769,38,A few days each month,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,34,Man,Man
328,Israel,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack",8,5,HTML/CSS;Java;JavaScript;TypeScript,MongoDB,Android;AWS;Docker;MacOS;Slack;WordPress,Atom;IntelliJ;Sublime Text,MacOS,98964,45,A few days each month,Very satisfied,Slightly satisfied,31,Man,Man
330,France,Employed full-time,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;DevOps specialist",23,13,Java;Kotlin,Oracle;SQLite,Android;Docker;iOS;Linux;MacOS;Slack;WordPress,Android Studio;IntelliJ;PHPStorm;RubyMine;Xcode,Linux-based,50700,40,Less than once per month / Never,Very satisfied,Very satisfied,35,Man,Man
332,Germany,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, front-end;Developer, mobile",7,2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Objective-C;Python;SQL;Swift;TypeScript,SQLite,iOS;Raspberry Pi,Atom;Visual Studio Code;Xcode,MacOS,65308,40,A few days each month,Slightly satisfied,Slightly satisfied,24,Man,Man
333,Russian Federation,Employed full-time,No,Some college/university study without earning a degree,Mathematics or statistics,"Developer, back-end;Engineer, data",7,5,Python;Rust;Scala,MongoDB;PostgreSQL;Redis,AWS;Docker;Kubernetes;Linux;Raspberry Pi;Slack,Emacs,Linux-based,45828,40,All or almost all the time (I'm full-time remote),Slightly satisfied,Slightly satisfied,33,Man,Man
335,Sweden,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",5,2,C#;HTML/CSS;Java;JavaScript;Python;SQL;Swift,Microsoft SQL Server,iOS;WordPress,IntelliJ;Visual Studio;Visual Studio Code;Xcode,Windows,51696,40,A few days each month,Very satisfied,Slightly satisfied,30,Man,Man
338,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, QA or test",12,1,Bash/Shell/PowerShell;HTML/CSS;Java;Python;SQL,MariaDB;Microsoft SQL Server;MySQL;Oracle,Linux;Slack;Windows,Atom;Eclipse;Notepad++;PyCharm,Windows,55000,40,A few days each month,Very dissatisfied,Slightly satisfied,28,Man,Man
340,Mexico,Employed full-time,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications",20,13,C#;HTML/CSS;SQL,Microsoft SQL Server,Windows,Vim;Visual Studio;Visual Studio Code,Windows,38952,40,All or almost all the time (I'm full-time remote),Very satisfied,Slightly satisfied,35,Man,Man
410,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, desktop or enterprise applications",24,15,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Docker;Microsoft Azure;Slack;Windows,Notepad++;Visual Studio,Windows,92000,40,A few days each month,Very satisfied,Slightly satisfied,43,Man,Man
341,France,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices",6,1,C++;C#;SQL,Microsoft SQL Server;MySQL,Arduino;Google Cloud Platform;Windows,Notepad++;Vim;Visual Studio,Windows,46992,39,Less than once per month / Never,Very satisfied,Slightly satisfied,23,Man,Man
345,Brazil,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",14,12,Java;JavaScript,MongoDB;MySQL,AWS;Docker;Heroku;Kubernetes,Eclipse;Visual Studio Code,Windows,46442,40,"Less than half the time, but at least one day each week",Slightly satisfied,Slightly dissatisfied,33,Man,Man
352,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A humanities discipline (ex. literature, history, philosophy)","Developer, full-stack",4,2,HTML/CSS;JavaScript;Ruby;TypeScript,MySQL;PostgreSQL;Redis;SQLite,Heroku,Visual Studio Code,MacOS,125000,45,A few days each month,Slightly satisfied,Neither satisfied nor dissatisfied,26,Man,Man
354,Poland,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack",8,6,HTML/CSS;Java;JavaScript;Kotlin;TypeScript,Elasticsearch;MySQL;Redis,Android;Arduino;AWS;Docker;Heroku;iOS;Linux;MacOS;Windows,Android Studio;Notepad++;Visual Studio Code,Windows,40404,45,Less than once per month / Never,Slightly satisfied,Neither satisfied nor dissatisfied,25,Man,Man
356,Pakistan,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",6,6,HTML/CSS;JavaScript;PHP;Python;SQL,MongoDB;MySQL;PostgreSQL;Redis;SQLite,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux,PyCharm;Visual Studio Code,Linux-based,13608,60,About half the time,Very satisfied,Very satisfied,29,Man,Man
357,France,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A business discipline (ex. accounting, finance, marketing)","Developer, front-end;Developer, full-stack",14,14,HTML/CSS;TypeScript,MongoDB,MacOS;Windows,Vim;Visual Studio Code,Windows,63016,35,Less than once per month / Never,Slightly satisfied,Neither satisfied nor dissatisfied,33,Man,Man
364,United States,Employed full-time,No,Some college/university study without earning a degree,I never declared a major,"Developer, back-end;Developer, front-end;Developer, full-stack",10,8,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,DynamoDB;MariaDB;MySQL;Redis,AWS;Docker;Linux;Other(s):,PHPStorm;Vim;Visual Studio Code,Linux-based,100000,40,All or almost all the time (I'm full-time remote),Very satisfied,Slightly satisfied,40,Man,Man
373,Brazil,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack;Developer, mobile",5,5,C#;HTML/CSS;Java;JavaScript;Python,Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Windows,Android Studio;Notepad++;PyCharm;Visual Studio,Windows,9840,40,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,37,Man,Man
374,India,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Data scientist or machine learning specialist;Developer, back-end",7,4,HTML/CSS;Python;SQL;TypeScript,PostgreSQL;SQLite,AWS;Docker;Google Cloud Platform;Heroku;Linux;Windows,IPython / Jupyter;Notepad++;Visual Studio Code,Windows,94451,50,A few days each month,Slightly dissatisfied,Very dissatisfied,26,Man,Man
375,Australia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack;Educator",30,26,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,MySQL;PostgreSQL,Other(s):,Android Studio;IntelliJ;Vim,MacOS,75431,37.5,A few days each month,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,57,Man,Man
382,France,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)","Developer, full-stack",3,0,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MariaDB;MongoDB;Microsoft SQL Server;MySQL,MacOS;Slack;Windows,NetBeans;PHPStorm;Sublime Text,Windows,34368,35,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,26,Man,Man
383,United States,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration",DevOps specialist;System administrator,0,0,Bash/Shell/PowerShell,MongoDB,AWS;Docker;Linux,Atom;PyCharm;Vim,Linux-based,140000,80,Less than once per month / Never,Very satisfied,Very satisfied,38,Man,Man
384,United States,Employed full-time,No,Some college/university study without earning a degree,Mathematics or statistics,"Database administrator;Developer, back-end;DevOps specialist;System administrator",4,4,Bash/Shell/PowerShell;Go;SQL;TypeScript,Elasticsearch;PostgreSQL;Redis,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Slack,Visual Studio Code,MacOS,113000,38,"Less than half the time, but at least one day each week",Very satisfied,Very satisfied,28,Man,Man
388,India,Employed full-time,"Yes, full-time","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",10,5,C;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MongoDB;MySQL;Oracle,AWS;Google Cloud Platform;Slack;Windows,Eclipse;IntelliJ;NetBeans;Notepad++;PHPStorm;Xcode,Windows,16788,40,Less than once per month / Never,Very satisfied,Slightly dissatisfied,27,Man,Man
389,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack;Developer, mobile",15,10,Bash/Shell/PowerShell;JavaScript;Objective-C;Ruby;Swift,Firebase;MySQL;PostgreSQL;SQLite,iOS,RubyMine;Visual Studio Code;Xcode,MacOS,165000,40,A few days each month,Very satisfied,Slightly satisfied,38,Man,Man
392,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile",35,30,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA,Microsoft SQL Server;MySQL;SQLite,Android;Arduino;AWS;iOS;Linux;MacOS;Raspberry Pi;Windows;WordPress,IPython / Jupyter;Notepad++;PyCharm;Visual Studio,Windows,135000,44,A few days each month,Slightly satisfied,Very satisfied,52,Man,Man
395,Australia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test",21,18,HTML/CSS;Java;JavaScript;SQL,Elasticsearch;MySQL;Oracle;SQLite,Android;Docker;Linux;MacOS,Android Studio;IntelliJ,MacOS,60924,40,Less than once per month / Never,Slightly satisfied,Very satisfied,41,Man,Man
398,United States,Employed full-time,"Yes, part-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",System administrator,5,2,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL;VBA,MariaDB;Microsoft SQL Server;MySQL;SQLite,Linux;Raspberry Pi;Windows;WordPress,Notepad++;PyCharm;Vim;Visual Studio;Visual Studio Code,Windows,30000,44,A few days each month,Slightly satisfied,Very satisfied,22,Man,Man
